,0,hosts,pagerank
0,http://www.americanborderpatrol.com,www.americanborderpatrol.com,0.006602376214599482
1,http://www.immigrationcontrol.com,www.immigrationcontrol.com,0.006602376214599482
2,http://www.alipac.us,www.alipac.us,0.006602376214599482
3,http://www.borderkeepersofalabama.org,www.borderkeepersofalabama.org,0.0017724422458504734
4,http://www.capsweb.org,www.capsweb.org,0.006602376214599482
5,http://www.cis.org,www.cis.org,0.006602376214599482
6,http://www.cairco.org,www.cairco.org,0.006602376214599482
7,http://www.fairus.org,www.fairus.org,0.006602376214599482
8,http://www.irli.org,www.irli.org,0.006602376214599482
9,http://www.golifa.org,www.golifa.org,0.0017724422458504734
10,http://www.nciraction.org,www.nciraction.org,0.0017724422458504734
11,http://www.nyice.us,www.nyice.us,0.0017724422458504734
12,http://www.proenglish.org,www.proenglish.org,0.0017724422458504734
13,http://www.defendthefamily.com,www.defendthefamily.com,0.0017724422458504734
14,http://www.adflegal.org,www.adflegal.org,0.006602376214599482
15,http://www.acpeds.org,www.acpeds.org,0.006602376214599482
16,http://www.afa.net,www.afa.net,0.006602376214599482
17,http://www.afaofpa.org,www.afaofpa.org,0.0017724422458504734
18,http://www.americansfortruth.com,www.americansfortruth.com,0.0017724422458504734
19,http://www.americanvision.org,www.americanvision.org,0.0017724422458504734
20,http://www.atlah.org,www.atlah.org,0.006602376214599482
21,http://www.brojed.org,www.brojed.org,0.006602376214599482
22,http://www.c-fam.org,www.c-fam.org,0.0017724422458504734
23,http://www.chalcedon.edu,www.chalcedon.edu,0.0017724422458504734
24,http://www.ccv.org,www.ccv.org,0.006602376214599482
25,http://www.crtpac.com,www.crtpac.com,0.0017724422458504734
26,http://www.djameskennedy.org,www.djameskennedy.org,0.0017724422458504734
27,http://faithbaptistchurchprimrose.com,faithbaptistchurchprimrose.com,0.0017724422458504734
28,http://www.f2a.org,www.f2a.org,0.0017724422458504734
29,http://www.faithfulwordbaptist.org,www.faithfulwordbaptist.org,0.0017724422458504734
30,http://www.frc.org,www.frc.org,0.006602376214599482
31,http://www.familyresearchinst.org,www.familyresearchinst.org,0.006602376214599482
32,http://www.familywatchinternational.org,www.familywatchinternational.org,0.0017724422458504734
33,http://www.generationswithvision.com,www.generationswithvision.com,0.0017724422458504734
34,http://www.home60515.com,www.home60515.com,0.0017724422458504734
35,http://www.illinoisfamily.org,www.illinoisfamily.org,0.006602376214599482
36,http://www.lc.org,www.lc.org,0.006602376214599482
37,http://www.massresistance.org,www.massresistance.org,0.0017724422458504734
38,http://www.reclaimvirtue.com,www.reclaimvirtue.com,0.0017724422458504734
39,http://www.massresistancemo.org,www.massresistancemo.org,0.0017724422458504734
40,http://www.virginiamassresistance.org,www.virginiamassresistance.org,0.0017724422458504734
41,http://www.missionamerica.com,www.missionamerica.com,0.0017724422458504734
42,http://www.pacificjustice.org,www.pacificjustice.org,0.0017724422458504734
43,http://www.coachdavelive.com,www.coachdavelive.com,0.0017724422458504734
44,http://www.pccmonroe.org,www.pccmonroe.org,0.0017724422458504734
45,http://www.prayinjesusname.org,www.prayinjesusname.org,0.0017724422458504734
46,http://www.probe.org,www.probe.org,0.0017724422458504734
47,http://www.prbcnc.com,www.prbcnc.com,0.0017724422458504734
48,http://www.ruthinstitute.org,www.ruthinstitute.org,0.0017724422458504734
49,http://www.savecalifornia.com,www.savecalifornia.com,0.0017724422458504734
50,http://www.stedfastbaptistkjv.org,www.stedfastbaptistkjv.org,0.0017724422458504734
51,http://www.tcfamily.org,www.tcfamily.org,0.0017724422458504734
52,http://www.tbm.org,www.tbm.org,0.0017724422458504734
53,http://www.traditionalvalues.org,www.traditionalvalues.org,0.0017724422458504734
54,http://www.truelightpentecost.org,www.truelightpentecost.org,0.0017724422458504734
55,http://www.unitedfamilies.org,www.unitedfamilies.org,0.0017724422458504734
56,http://www.veritybaptist.com,www.veritybaptist.com,0.0017724422458504734
57,http://www.godhatesfags.com,www.godhatesfags.com,0.0017724422458504734
